time,open,high,low,close,volume,SMA_short,SMA_long,RSI
2026-02-19 12:58:00+00:00,154.798,154.811,154.796,154.804,209,154.75555,154.68808,92.45283018867165
2026-02-19 12:59:00+00:00,154.804,154.817,154.802,154.804,137,154.7593,154.69226,92.15686274509093
2026-02-19 13:00:00+00:00,154.803,154.811,154.795,154.808,224,154.76370000000003,154.69612,91.6666666666568
2026-02-19 13:01:00+00:00,154.808,154.812,154.797,154.81,233,154.76850000000002,154.69953999999998,89.74358974358134
2026-02-19 13:02:00+00:00,154.81,154.824,154.809,154.819,175,154.77435,154.7032,89.33333333332273
2026-02-19 13:03:00+00:00,154.818,154.842,154.815,154.842,142,154.78075,154.70736,90.9090909090821
2026-02-19 13:04:00+00:00,154.843,154.844,154.821,154.83,137,154.78655,154.71122,77.2727272727214
2026-02-19 13:05:00+00:00,154.83,154.85,154.83,154.835,164,154.7924,154.71536,80.21978021978126
2026-02-19 13:06:00+00:00,154.834,154.848,154.829,154.848,148,154.79840000000002,154.71988,84.31372549020537
2026-02-19 13:07:00+00:00,154.848,154.852,154.834,154.848,278,154.8034,154.72447999999997,84.31372549020537
2026-02-19 13:08:00+00:00,154.848,154.86,154.834,154.86,211,154.8084,154.72872,84.90566037736608
2026-02-19 13:09:00+00:00,154.86,154.886,154.858,154.883,260,154.81405,154.73386,86.55462184874692
2026-02-19 13:10:00+00:00,154.882,154.906,154.877,154.89,207,154.81945,154.73894,90.16393442622798
2026-02-19 13:11:00+00:00,154.89,154.904,154.884,154.886,200,154.82475,154.74404,86.6666666666714
2026-02-19 13:12:00+00:00,154.886,154.91,154.882,154.908,236,154.83125,154.75012,88.23529411765075
2026-02-19 13:13:00+00:00,154.908,154.922,154.896,154.906,140,154.83765,154.7564,86.95652173914566
2026-02-19 13:14:00+00:00,154.907,154.909,154.893,154.904,277,154.84355,154.76228,85.29411764706866
2026-02-19 13:15:00+00:00,154.904,154.919,154.894,154.9,206,154.84875000000002,154.76792,82.60869565218735
2026-02-19 13:16:00+00:00,154.902,154.914,154.892,154.893,131,154.8538,154.77312,77.20588235295224
2026-02-19 13:17:00+00:00,154.894,154.914,154.894,154.897,136,154.85875000000001,154.7784,73.50427350427765
2026-02-19 13:18:00+00:00,154.898,154.915,154.897,154.913,150,154.8642,154.78379999999999,84.29752066116984
2026-02-19 13:19:00+00:00,154.914,154.914,154.9,154.908,136,154.86939999999998,154.7891,80.16528925619447
